loss,accuracy
4.7493,0.1250
4.7978,0.1406
4.9013,0.1250
4.7058,0.1484
5.1764,0.1016
5.3105,0.1406
4.8363,0.1016
5.1403,0.1289
4.9036,0.1133
4.9724,0.1211
4.7785,0.1680
5.2655,0.1289
5.2001,0.1172
4.9352,0.1523
5.0115,0.1133
4.7858,0.1055
4.9244,0.1289
4.9726,0.1484
5.0254,0.1445
4.9723,0.0977
4.7094,0.1250
4.9269,0.1445
4.9044,0.1328
4.9150,0.1602
4.9797,0.1406
5.1234,0.1133
5.0002,0.1484
4.8778,0.1484
4.9067,0.1680
4.6591,0.1328
4.7012,0.1875
4.7778,0.1523
5.0694,0.1367
4.9836,0.1562
4.8887,0.1289
4.7523,0.1523
4.9129,0.1211
5.3401,0.1016
4.9038,0.1367
4.9028,0.1406
4.9245,0.1445
5.0099,0.1289
5.0116,0.1406
5.0761,0.1562
4.7847,0.1523
5.1155,0.1172
4.9529,0.1289
4.9376,0.1602
4.7730,0.1328
5.1287,0.1211
5.0547,0.1094
5.0279,0.1211
5.5147,0.1133
5.1208,0.1133
5.3958,0.1211
5.2199,0.1562
4.7797,0.1758
5.0013,0.1445
4.6490,0.1523
4.8985,0.1172
5.2850,0.1211
5.1757,0.1367
5.2567,0.1172
5.2176,0.1328
5.0848,0.1641
5.0308,0.0820
5.0722,0.1367
5.1418,0.1172
5.0114,0.1523
4.9478,0.1523
5.1079,0.1367
4.8261,0.1445
5.0259,0.1328
5.0175,0.1445
5.4836,0.1406
4.9395,0.1641
4.6912,0.1562
5.0301,0.1172
4.7243,0.1680
5.0458,0.1367
5.1617,0.1758
5.0972,0.1602
4.8967,0.1523
5.0749,0.1367
5.0487,0.1367
4.7041,0.1250
4.9733,0.1719
5.0626,0.1289
5.0902,0.1211
4.6668,0.1680
4.9472,0.1328
4.7621,0.1328
4.8456,0.1289
4.9254,0.1211
5.1290,0.1328
4.7465,0.1367
4.7210,0.1406
4.5007,0.1797
5.2306,0.1055
4.9115,0.1172
4.7991,0.1562
4.9569,0.1250
4.7980,0.1641
4.8588,0.1641
5.0200,0.1328
5.0444,0.1133
4.8288,0.1797
4.9654,0.1172
4.7074,0.1602
4.8811,0.1289
4.7179,0.1484
4.9928,0.1211
4.8855,0.1445
4.8608,0.1016
4.7486,0.1328
4.7227,0.1133
4.4922,0.1719
5.0603,0.1133
4.8715,0.1367
5.0007,0.1328
5.2029,0.0820
4.9391,0.1289
4.9891,0.1562
4.9873,0.1641
4.6349,0.1289
4.5861,0.1484
4.9592,0.1641
5.0238,0.1055
5.0275,0.1367
5.0193,0.1133
4.9591,0.1094
4.7360,0.1680
5.1284,0.1250
4.8691,0.1523
4.9422,0.1445
4.9033,0.1602
4.7808,0.1523
4.9449,0.1562
4.9289,0.1211
5.0529,0.1445
5.0077,0.1289
4.9227,0.1523
5.1739,0.1250
4.9213,0.1250
4.9158,0.1680
4.9091,0.1445
5.3521,0.1328
4.9486,0.1602
4.9683,0.1289
4.9265,0.1602
4.8034,0.1406
4.8707,0.1562
5.2004,0.1289
4.7589,0.1484
4.8121,0.1250
4.6923,0.1523
5.2699,0.1289
4.9315,0.1602
4.9344,0.1680
4.8998,0.1406
4.8816,0.1172
5.0973,0.1094
5.1380,0.1445
4.9123,0.1211
4.6536,0.1641
4.9263,0.1211
4.8162,0.1641
5.1140,0.1055
5.1463,0.1406
5.0040,0.1328
4.5261,0.1719
5.3435,0.1406
5.0296,0.1641
4.9146,0.1289
4.9640,0.1484
4.7274,0.1328
4.9994,0.1328
4.6501,0.1641
4.7194,0.1367
5.0357,0.1055
5.1593,0.1328
5.2855,0.1211
4.8156,0.1562
4.8773,0.1602
4.7950,0.1523
4.9247,0.1328
5.0839,0.1445
4.8375,0.1484
4.6983,0.1758
5.1497,0.1406
4.8437,0.1445
4.8572,0.1797
5.1724,0.1367
4.7792,0.1758
5.2258,0.1328
5.2265,0.1367
5.0723,0.1289
5.0708,0.1328
5.1824,0.1836
4.9351,0.1445
4.8135,0.1133
5.3836,0.1094
4.9465,0.1641
5.2501,0.1289
4.9706,0.1016
5.1534,0.1211
4.9296,0.1328
5.0443,0.1250
5.0126,0.1250
5.0817,0.1055
5.0913,0.1367
4.9720,0.1367
5.1392,0.1133
5.1113,0.1250
4.9545,0.0977
4.9589,0.1602
5.1848,0.1875
5.1701,0.1328
5.1122,0.1523
5.1448,0.2109
5.0827,0.1289
4.9452,0.1289
4.9829,0.1719
4.8153,0.1797
5.1718,0.1211
4.7769,0.1797
5.0361,0.1289
4.8619,0.1680
4.8379,0.1719
4.9918,0.1406
4.7372,0.1406
5.1062,0.1211
4.8990,0.1992
4.9950,0.1406
4.9481,0.1367
4.7824,0.1797
5.0834,0.1016
4.9920,0.1523
5.0201,0.0977
4.9119,0.1602
4.7851,0.1875
4.8924,0.1602
4.9396,0.1406
4.7478,0.1992
4.9348,0.1406
4.8352,0.1406
4.8125,0.1367
4.9538,0.1562
4.8877,0.1328
4.8563,0.1445
5.2072,0.1133
5.2018,0.1055
4.9539,0.1250
5.0597,0.1328
5.0156,0.1250
4.8330,0.1484
5.2764,0.0820
5.1145,0.1250
5.0758,0.1289
5.2520,0.0938
5.0192,0.1602
4.8003,0.1445
4.7397,0.1289
4.6365,0.1562
5.0355,0.1328
4.7255,0.1602
4.9880,0.1289
5.0891,0.1445
4.8850,0.1055
4.9238,0.1328
4.7852,0.1602
4.9782,0.1445
5.0220,0.1523
5.0991,0.1367
5.1419,0.1172
4.8979,0.1562
4.9466,0.1836
5.0402,0.1172
4.6181,0.2109
4.9960,0.1094
5.3580,0.1133
4.9161,0.1641
4.9117,0.1523
4.7639,0.1211
5.0217,0.1133
4.7731,0.1172
5.0884,0.1133
5.0480,0.1328
4.9625,0.1094
5.2223,0.0898
5.0282,0.1406
5.0799,0.1523
5.1502,0.1406
5.1354,0.1641
5.0296,0.1289
5.1033,0.1172
4.6182,0.1484
4.8859,0.1484
4.7208,0.1211
4.7122,0.1484
4.9406,0.1016
4.8261,0.1328
4.8373,0.1719
4.7166,0.1445
4.5600,0.1445
4.7255,0.1797
4.8987,0.1367
4.8236,0.1250
4.7872,0.1367
4.8030,0.1562
4.6900,0.1797
4.5900,0.1406
4.7040,0.1484
4.6333,0.1641
4.7349,0.1680
4.5530,0.1836
4.3174,0.1875
4.6396,0.1094
4.5780,0.1172
4.6217,0.1445
4.5326,0.1641
4.6112,0.1758
4.7435,0.1094
4.4877,0.1445
4.3477,0.2188
4.4665,0.1367
4.4743,0.1914
4.5511,0.1562
4.7946,0.1094
4.6380,0.1250
4.5937,0.1445
4.5369,0.1641
4.4644,0.1445
4.6199,0.1445
4.4097,0.1445
4.3365,0.1719
4.3699,0.1641
4.7583,0.1328
4.4108,0.1758
4.3322,0.1758
4.3854,0.1797
4.3884,0.1367
4.4374,0.1680
4.5695,0.1523
4.3440,0.1406
4.4287,0.1523
4.1667,0.1641
4.5100,0.1367
4.0579,0.1914
4.3673,0.1602
4.4445,0.1797
4.0235,0.2109
4.3427,0.1992
4.1927,0.2070
4.6198,0.1328
4.4326,0.1484
4.5730,0.1797
4.3299,0.1641
4.2089,0.1641
4.3280,0.1641
4.1313,0.1641
4.2557,0.1172
4.3280,0.1328
4.5469,0.1602
4.4033,0.1094
4.2706,0.1445
4.2259,0.1758
4.5640,0.1445
4.3499,0.1602
4.3469,0.1562
4.3089,0.1523
4.0198,0.2109
4.2530,0.1211
4.2796,0.1641
4.1822,0.1719
4.2359,0.1484
4.1316,0.1797
4.3443,0.1523
4.2077,0.1445
4.2098,0.1758
4.2085,0.1875
4.4596,0.1211
4.0937,0.1641
4.1685,0.1328
4.1964,0.1602
4.2503,0.1367
4.3378,0.1875
4.2123,0.1445
4.3278,0.1953
4.1907,0.1602
4.1018,0.1914
4.1047,0.2031
4.3622,0.1680
4.2218,0.1953
4.2547,0.1758
4.2558,0.1406
4.2116,0.2070
4.3836,0.1445
4.1954,0.2031
3.9756,0.1992
3.9987,0.2031
4.1769,0.1484
3.9867,0.1758
4.3031,0.1484
4.1869,0.1641
4.1984,0.1797
4.4930,0.1484
4.2683,0.1719
4.7084,0.1172
4.4216,0.1445
4.6541,0.1016
4.4875,0.1484
4.5023,0.1445
4.3271,0.1367
4.3521,0.1797
4.4559,0.1523
4.1841,0.1680
4.2468,0.1445
4.4367,0.1680
4.1067,0.2148
4.3396,0.1953
4.2706,0.1602
4.1659,0.1719
4.3871,0.1562
4.0132,0.1953
4.1987,0.1602
4.3428,0.1836
4.0880,0.1953
4.3266,0.1758
4.3663,0.1445
4.2980,0.1406
4.0189,0.1797
4.1930,0.1523
4.4101,0.1758
4.1089,0.2031
4.2596,0.1719
4.1789,0.2148
4.0520,0.1641
4.0342,0.1836
3.9825,0.1836
4.3190,0.1445
3.9992,0.2070
4.1050,0.1758
4.2689,0.1602
4.0449,0.1836
4.0121,0.1836
4.2050,0.1328
3.8136,0.2070
4.2095,0.1562
4.3293,0.1680
4.2211,0.1719
3.9862,0.2070
4.0675,0.1914
4.0148,0.2148
4.1733,0.1562
4.1376,0.1992
3.9348,0.1914
3.9009,0.1758
4.1227,0.1836
4.1031,0.1992
4.2210,0.1602
4.0797,0.1328
4.2810,0.1680
4.1239,0.2031
4.2641,0.1641
4.0240,0.1992
4.0376,0.2188
4.2159,0.1523
3.9490,0.2383
3.9580,0.2383
4.1618,0.1875
4.0980,0.1680
3.8736,0.2383
4.0668,0.1758
4.0379,0.1523
4.2614,0.1562
4.1556,0.1836
4.2243,0.1914
4.0055,0.2188
4.0642,0.1797
4.1542,0.2344
4.1653,0.1797
4.2062,0.1914
4.3395,0.1367
4.4020,0.1211
4.0214,0.1562
4.0959,0.1875
4.3974,0.1289
4.0740,0.1953
4.0963,0.2148
4.2386,0.1602
3.9571,0.1719
4.1207,0.1836
4.2055,0.1836
4.0851,0.1328
4.3735,0.1641
4.4190,0.1680
4.2824,0.2188
4.1624,0.1797
3.8515,0.2539
4.1189,0.1641
4.1629,0.2188
4.2373,0.1914
4.0677,0.1836
4.2951,0.1523
3.9189,0.2148
4.1979,0.1758
4.0257,0.2070
4.0808,0.1875
4.0478,0.1797
3.7394,0.2070
4.2346,0.1914
4.1808,0.1914
3.9066,0.2148
4.2791,0.1719
3.9428,0.1992
4.2856,0.1523
4.1744,0.1914
4.1793,0.1914
4.0256,0.2266
4.2797,0.1641
4.2536,0.1562
4.1002,0.1992
4.2628,0.1562
3.9636,0.2383
4.2486,0.1797
3.8338,0.2383
3.9604,0.1953
4.1060,0.1953
4.2568,0.1875
4.2981,0.1797
4.1123,0.1797
4.1792,0.1523
4.0747,0.1758
4.3075,0.1641
4.2092,0.2031
4.0435,0.2188
4.1937,0.1953
4.1299,0.2031
4.0070,0.2031
4.4181,0.1523
4.0690,0.2344
3.7379,0.2383
3.8452,0.1914
4.3376,0.1328
4.0731,0.1914
4.3170,0.1289
4.0304,0.2070
4.1129,0.2266
3.9287,0.1875
4.1384,0.1914
4.4667,0.1367
4.1977,0.1758
4.0622,0.1641
4.0541,0.1758
3.9330,0.2383
3.9759,0.2188
4.0245,0.2227
4.0650,0.1875
3.9545,0.2070
3.8175,0.2344
4.1590,0.1992
4.2039,0.1758
3.9957,0.2070
3.9367,0.2109
3.9319,0.1914
4.2706,0.1758
4.0482,0.1836
4.0603,0.1953
3.9325,0.2188
4.0501,0.1953
4.1771,0.1367
3.7864,0.2148
4.0005,0.1758
3.8701,0.2148
3.9585,0.2031
4.0477,0.2070
4.1665,0.1758
3.8685,0.1680
4.0855,0.1602
3.8962,0.2305
4.1692,0.1875
3.9896,0.2227
4.2025,0.2148
4.2406,0.1992
4.0033,0.2227
4.0613,0.2031
3.8398,0.2695
4.2167,0.1836
4.0547,0.1914
4.1181,0.1953
4.3071,0.1836
3.9422,0.2109
4.0333,0.2148
4.1195,0.1680
4.1695,0.1602
3.9685,0.2031
4.0389,0.1758
4.1318,0.1641
4.0329,0.2070
3.9663,0.1758
4.0612,0.1758
3.8670,0.2148
4.0815,0.1953
3.9381,0.2305
4.0692,0.1797
4.1739,0.1992
4.1311,0.1875
4.2788,0.1719
4.0330,0.1719
4.0675,0.1875
4.1693,0.1719
4.0360,0.1992
4.2718,0.1758
4.2222,0.1719
4.2930,0.1680
4.0932,0.1914
4.0115,0.1719
4.2589,0.1875
4.0655,0.2109
4.2113,0.1797
3.9775,0.1875
3.9401,0.1602
4.0434,0.1992
4.1702,0.2305
3.8372,0.2344
4.0074,0.2070
4.2174,0.1953
3.7270,0.1875
3.8793,0.2031
4.2684,0.1328
4.1314,0.1953
3.7058,0.2266
3.9783,0.1875
4.0135,0.1914
4.0328,0.1523
4.2874,0.1289
4.0042,0.2109
3.8354,0.2422
4.0882,0.1875
4.1492,0.1836
4.0317,0.1875
3.8375,0.2148
3.8656,0.2422
3.9568,0.2148
3.8471,0.2305
4.1560,0.1484
3.8016,0.2031
3.7612,0.2148
4.1057,0.1875
4.0863,0.2148
3.8656,0.2305
4.0251,0.2305
4.1214,0.2109
3.9847,0.2109
3.8212,0.2422
4.0207,0.2109
4.3618,0.1797
3.8576,0.2188
3.9310,0.2227
4.2143,0.1562
4.1586,0.1836
3.9257,0.1836
3.9228,0.2148
4.0588,0.1797
4.1732,0.1758
3.9241,0.1953
4.1247,0.1562
3.8425,0.2070
4.0845,0.1758
3.7791,0.2109
3.8799,0.2578
4.1568,0.1797
3.9181,0.2227
3.9961,0.1836
3.9567,0.1758
4.1186,0.2227
3.9610,0.1836
4.1102,0.2188
3.6515,0.2969
4.1033,0.2070
4.3384,0.1797
3.7901,0.2461
4.2295,0.1953
4.1944,0.2109
3.8284,0.2031
4.3070,0.1875
3.9065,0.2227
3.7706,0.2188
4.2212,0.1602
4.0507,0.1953
3.8491,0.1992
4.0351,0.1562
4.1432,0.1992
3.9450,0.2109
3.8465,0.2422
3.8320,0.2227
4.0053,0.2109
4.1764,0.1914
3.9658,0.2422
3.9028,0.2148
3.8819,0.1914
4.2240,0.1953
4.2682,0.1523
3.8098,0.2305
3.8225,0.1719
4.0710,0.1797
4.0400,0.2188
4.0073,0.2305
3.9586,0.2031
3.8672,0.2227
4.1422,0.1992
4.0246,0.2070
3.7921,0.2383
3.8787,0.2148
3.9497,0.2070
4.0662,0.2070
4.0493,0.2188
3.7857,0.2305
3.7027,0.2266
3.9761,0.2109
3.8855,0.2266
3.9924,0.2266
4.2264,0.1680
3.8725,0.1875
3.8530,0.2070
3.6042,0.2578
4.0584,0.2031
3.8102,0.2344
3.9538,0.2305
3.8945,0.2109
3.9085,0.2578
3.9561,0.2266
3.8792,0.2148
4.1136,0.1992
3.9556,0.2461
3.7918,0.2266
4.1921,0.1602
4.0237,0.1875
3.7497,0.2383
3.7295,0.2422
4.0385,0.1914
3.8336,0.2422
4.3432,0.1992
4.0577,0.1992
4.1054,0.2031
3.8607,0.2266
4.1949,0.1367
3.8869,0.1836
3.6831,0.2422
3.8961,0.2227
3.8573,0.2266
4.2380,0.1562
3.8398,0.2148
3.9480,0.1836
4.1556,0.1641
3.8166,0.1992
3.9476,0.2109
4.1249,0.1914
3.8797,0.2422
3.9740,0.2227
3.9196,0.1992
4.0351,0.1641
3.6982,0.2852
3.7085,0.2344
4.0638,0.1719
3.9550,0.2031
3.6626,0.2500
3.8653,0.2109
3.9051,0.2500
4.3370,0.1719
4.0428,0.1562
3.9889,0.2031
3.8166,0.2109
3.7809,0.2227
4.2002,0.1602
3.9599,0.2227
3.7421,0.2266
3.9838,0.2305
3.9839,0.1992
4.0310,0.1914
3.8919,0.1641
3.7881,0.2344
3.8174,0.2344
4.0192,0.2148
3.7634,0.2422
4.0172,0.1797
3.8376,0.2422
4.1314,0.1719
4.0384,0.1914
3.7221,0.2344
3.8583,0.2305
3.8085,0.2188
4.1750,0.1836
4.0071,0.2344
3.8087,0.2539
3.8918,0.2500
3.9863,0.1914
3.9613,0.1992
3.7849,0.2773
3.9413,0.2266
4.0279,0.2031
3.7703,0.2148
3.9429,0.2383
3.8176,0.2578
3.9107,0.2227
3.8247,0.2344
3.6240,0.2812
3.5183,0.2852
3.7097,0.2852
3.8818,0.2148
4.0439,0.1602
3.6716,0.2812
4.0607,0.2109
3.9237,0.2070
3.8608,0.2500
3.8510,0.2539
3.6885,0.2891
3.6726,0.2188
3.9611,0.2500
3.6532,0.2227
3.9386,0.2422
3.8900,0.2344
4.0692,0.2148
3.7375,0.2305
3.9902,0.1914
3.9891,0.2266
3.8751,0.2148
3.7302,0.2188
3.9378,0.1836
3.9856,0.1875
3.7507,0.2227
3.8365,0.2148
