loss,accuracy
5.3568,0.0938
5.1229,0.0508
5.0317,0.0742
5.3519,0.0430
5.0639,0.0664
5.2649,0.0781
5.2850,0.0625
5.2842,0.0664
5.3897,0.0664
5.4102,0.0547
5.1586,0.0742
5.2094,0.0742
5.3157,0.0586
5.2923,0.0586
5.4387,0.0586
5.3356,0.0469
5.1054,0.0273
5.1876,0.0469
5.2730,0.0664
5.4109,0.0781
5.2010,0.0547
5.4608,0.0664
5.3343,0.0508
5.2533,0.0586
5.3420,0.0508
5.2722,0.0625
5.2092,0.0469
5.1220,0.0820
5.3281,0.0898
5.0797,0.0742
5.1578,0.0625
5.1094,0.0781
5.2788,0.0859
5.0732,0.0938
5.4081,0.0625
5.2259,0.0781
5.2846,0.0508
5.2825,0.0742
5.2287,0.0938
5.1276,0.0664
5.5642,0.0781
5.0829,0.0938
5.0180,0.0742
5.1271,0.0938
5.2777,0.0938
5.3173,0.0430
5.2091,0.0820
5.1518,0.0781
5.1254,0.0703
5.1958,0.0938
5.1533,0.1055
5.0901,0.0742
5.5094,0.0820
5.2691,0.0664
5.1785,0.0781
5.1041,0.0703
5.3819,0.0430
5.1477,0.0742
5.1865,0.0430
5.2439,0.0586
5.1400,0.0664
5.1954,0.0742
5.0262,0.0781
5.0394,0.0938
5.0206,0.0977
5.1317,0.0938
5.3356,0.0625
5.0997,0.0781
5.0145,0.1172
5.1229,0.0781
5.1398,0.0508
4.9734,0.0625
5.1496,0.1055
5.2085,0.0742
5.2125,0.0547
5.2576,0.0664
5.1703,0.0898
5.2877,0.0586
5.2415,0.0742
5.2375,0.0664
5.1795,0.0742
4.9756,0.1016
5.0399,0.0820
4.9303,0.0977
5.1361,0.0703
4.9711,0.1016
5.1375,0.0625
5.0517,0.1094
5.2493,0.0547
5.1318,0.0898
5.0408,0.0938
5.3407,0.0625
5.1241,0.0625
5.3156,0.0547
4.8464,0.1172
5.1950,0.0703
5.3140,0.0664
4.9631,0.0898
5.3669,0.0625
5.3546,0.0586
5.3523,0.0625
5.3047,0.0430
5.1385,0.0781
5.1461,0.0742
5.2898,0.0742
5.1272,0.0625
5.2435,0.0703
4.9744,0.1289
5.4042,0.0352
5.3134,0.0742
5.0422,0.1094
5.1436,0.0977
5.0166,0.0977
5.0064,0.1016
5.1296,0.0703
5.3934,0.0586
5.0938,0.0664
5.2913,0.0664
5.3851,0.0703
5.1655,0.0586
5.0155,0.0977
5.2240,0.0742
5.3603,0.0625
5.2330,0.0586
5.2292,0.0391
5.3021,0.0742
5.1974,0.0859
5.2437,0.0820
5.3008,0.0625
5.1221,0.0781
4.9635,0.0547
5.1995,0.0703
5.1017,0.0586
5.0128,0.0742
5.0970,0.0938
5.1997,0.0898
5.1787,0.0547
5.3357,0.1094
5.2406,0.0625
5.1697,0.0781
5.3964,0.0703
5.1871,0.0703
5.1043,0.0820
5.1405,0.0703
5.1336,0.0625
5.2237,0.0820
4.9802,0.0938
5.2058,0.0664
5.2631,0.0664
5.3677,0.0508
5.2728,0.0508
5.2323,0.0703
5.2061,0.0625
5.1891,0.0859
5.2163,0.0547
4.9539,0.1055
5.3492,0.0430
5.4503,0.0703
5.1851,0.0625
5.1541,0.0742
5.2249,0.0898
5.2791,0.0547
5.3368,0.0859
5.2199,0.0742
5.2100,0.0586
5.2418,0.0742
5.1892,0.0742
5.1199,0.1016
5.1288,0.0859
5.2734,0.0430
5.2566,0.0703
4.8666,0.0977
5.0682,0.0859
5.2940,0.0508
4.9850,0.1172
5.2465,0.0664
5.4481,0.0859
5.1182,0.1016
5.2641,0.0664
5.0160,0.1055
5.0045,0.1172
4.9553,0.0977
5.0502,0.0742
5.0323,0.0938
5.1855,0.0742
5.0913,0.0781
4.9628,0.0859
4.9535,0.1133
4.9228,0.0781
5.3252,0.0781
5.4776,0.0938
5.0976,0.0820
5.1373,0.1055
5.1890,0.0664
5.1115,0.0508
5.1312,0.0703
5.1476,0.0859
5.0865,0.0742
5.1446,0.0586
5.1479,0.1172
5.3074,0.0898
5.4150,0.0703
5.1037,0.0898
5.2895,0.0352
5.3825,0.0469
5.2161,0.0859
5.3109,0.0977
5.2451,0.0859
5.1419,0.0703
5.2778,0.0938
5.1628,0.0859
5.2163,0.1016
5.2244,0.0547
5.3301,0.0625
5.0155,0.0938
5.1196,0.0859
5.2068,0.0625
5.1174,0.0859
5.2676,0.0508
5.1823,0.0625
5.2742,0.0703
5.2004,0.0430
4.8908,0.0859
5.0528,0.0977
5.1124,0.0859
5.1265,0.0625
5.1063,0.0703
5.2904,0.0625
5.1402,0.0742
4.9362,0.1016
5.2654,0.0938
5.0166,0.1055
5.1647,0.0859
5.0154,0.0859
5.0507,0.0938
5.2321,0.0781
5.2122,0.0742
5.0672,0.1016
5.2648,0.0898
5.2296,0.0781
5.5496,0.0508
5.1832,0.1328
4.9804,0.0977
5.0924,0.0820
5.1429,0.0938
4.9525,0.0898
5.4382,0.0469
5.2809,0.0508
5.2347,0.0781
5.0892,0.0781
5.1925,0.0742
5.0342,0.0977
5.1303,0.0820
5.2656,0.0820
5.2313,0.0781
5.1803,0.0820
4.9611,0.0977
5.3245,0.0938
5.2735,0.0938
5.1887,0.0781
5.0041,0.1250
5.1735,0.0586
5.4341,0.0703
5.0409,0.1250
5.1057,0.0859
5.0444,0.1094
5.4313,0.0547
5.5184,0.0742
5.0179,0.1172
5.1568,0.0703
5.2631,0.0859
5.3888,0.0547
5.2892,0.0820
5.4031,0.0664
5.2536,0.0625
5.1838,0.0859
5.2312,0.0938
5.3650,0.0430
4.9764,0.1055
5.2444,0.0820
5.2484,0.0781
5.0128,0.0898
5.1413,0.0664
5.2388,0.0938
5.0665,0.0742
5.1526,0.0977
4.9847,0.1055
5.2819,0.0391
5.2193,0.0625
4.9503,0.0664
4.9574,0.1484
5.1301,0.0859
5.1608,0.1250
5.2040,0.0938
5.0695,0.0859
5.1068,0.1016
5.4309,0.1016
5.0896,0.1094
4.9562,0.1406
5.2108,0.0938
5.4068,0.0625
5.3021,0.0625
4.9521,0.1328
5.1479,0.0625
5.2015,0.0508
5.3828,0.0742
5.2629,0.0664
5.2619,0.0859
5.2457,0.1250
5.2079,0.1250
5.0148,0.1094
5.2126,0.0664
5.1198,0.1211
5.0419,0.0938
5.2530,0.0781
5.1517,0.0820
4.9145,0.1445
5.6098,0.0547
5.0376,0.1133
5.1222,0.1094
5.3891,0.0859
5.1976,0.0703
5.2307,0.0703
5.1749,0.1133
5.0290,0.0977
5.2715,0.0898
5.0962,0.0625
5.1922,0.0703
5.0492,0.0938
5.3703,0.1211
5.0698,0.0742
5.2106,0.0898
5.2849,0.0781
5.0464,0.0859
5.0264,0.0898
5.2822,0.0703
5.0719,0.1211
5.1670,0.1055
5.1004,0.0742
5.0871,0.0820
5.3052,0.0703
5.2288,0.0820
5.1374,0.0742
5.2378,0.0781
5.0582,0.1172
5.0887,0.0859
5.1948,0.1016
5.1589,0.1016
5.1460,0.1016
5.3975,0.0977
5.1049,0.0742
5.2336,0.0859
5.2136,0.0977
5.2233,0.0625
5.2823,0.0820
5.2145,0.1133
5.0485,0.0820
5.2092,0.0820
5.0970,0.0742
5.0659,0.1016
5.0872,0.1016
5.0404,0.1328
5.2784,0.1094
5.0063,0.0898
5.3573,0.0742
4.9453,0.1172
5.0540,0.0859
5.4253,0.0898
5.1732,0.0938
5.0521,0.1055
5.1227,0.0898
5.2087,0.0781
5.0757,0.1211
5.1853,0.0430
5.0185,0.0742
5.3965,0.0664
5.3965,0.0742
5.2934,0.0938
5.0822,0.1016
5.1760,0.0703
5.1911,0.0781
4.8884,0.1094
5.1526,0.0938
5.4629,0.0547
5.3619,0.0508
4.9436,0.0781
4.9942,0.0859
5.2397,0.0820
5.0988,0.0820
5.1516,0.1094
5.1780,0.0625
5.3817,0.0742
5.2227,0.0859
5.0327,0.0859
5.2077,0.1055
5.0552,0.0820
5.2353,0.0742
5.1574,0.0781
4.9140,0.1016
5.3519,0.0742
4.9376,0.1094
5.0678,0.1094
5.1838,0.1016
5.2307,0.0938
4.8390,0.1367
5.2793,0.0742
4.9440,0.0898
5.2862,0.0742
5.2113,0.1055
5.1271,0.1094
4.9699,0.0742
5.0686,0.0664
5.1250,0.0820
5.0554,0.0586
4.9806,0.0820
5.2096,0.0742
5.0876,0.0781
5.1186,0.1055
5.0237,0.0977
5.1586,0.0742
5.1823,0.0703
5.2886,0.0859
5.0505,0.0977
5.3043,0.0703
5.1449,0.0781
5.3261,0.0703
5.2773,0.1055
5.1530,0.0938
5.1917,0.0938
5.4656,0.0664
5.0949,0.1094
5.1801,0.0664
5.2451,0.0703
5.1465,0.0664
5.1894,0.0859
5.0036,0.1094
5.2856,0.1016
5.1172,0.1016
5.2963,0.0625
5.0588,0.1172
5.3557,0.0742
5.2357,0.0742
5.0519,0.1133
5.1040,0.0820
5.1501,0.0938
5.1525,0.0938
5.1432,0.0938
5.2097,0.0703
5.0233,0.0938
5.1606,0.0703
5.1647,0.0859
5.1052,0.0742
5.0014,0.0859
5.1252,0.1133
5.0211,0.1367
5.1246,0.0977
5.0241,0.1406
5.0190,0.0859
5.2084,0.1016
5.0287,0.1523
4.9735,0.1133
4.9658,0.1172
5.2453,0.0625
5.1603,0.1055
5.2914,0.0859
5.1872,0.1133
5.1754,0.0938
5.3689,0.0938
5.3130,0.0781
5.1049,0.1133
5.0135,0.0859
5.1503,0.1055
5.4496,0.0508
5.1740,0.1016
5.1375,0.1016
4.9839,0.1172
5.2757,0.0703
5.3547,0.0742
5.2391,0.0508
5.0237,0.0859
5.1603,0.1055
5.3257,0.0703
5.2988,0.0938
5.1047,0.1016
5.0944,0.1094
5.3570,0.0977
5.2187,0.0625
5.0495,0.1133
5.2392,0.0898
5.0177,0.1172
5.1488,0.1016
5.2006,0.0742
5.3893,0.0781
5.0932,0.0938
5.6174,0.0625
5.0865,0.0859
5.1322,0.0742
5.5051,0.0859
5.6958,0.0586
5.4226,0.0781
5.3002,0.0742
5.1770,0.0703
5.2985,0.0938
5.0218,0.0977
5.1255,0.1055
5.1066,0.0781
5.1102,0.0938
5.1522,0.0898
5.2034,0.0859
5.3506,0.1016
5.3080,0.0898
5.0862,0.0977
5.1421,0.1055
5.1487,0.0625
5.3287,0.0898
5.1467,0.0898
5.2254,0.1055
5.2453,0.0703
5.0631,0.0977
5.0744,0.0742
5.1093,0.0820
5.0142,0.0898
5.4056,0.1055
5.3072,0.0586
5.2703,0.0586
5.2404,0.0820
5.0474,0.1172
5.1564,0.0586
5.2339,0.1016
5.3263,0.1094
5.1856,0.0938
5.0794,0.1055
5.2642,0.1250
5.1943,0.1289
5.3367,0.0547
5.1151,0.0859
5.3040,0.0859
5.1300,0.0430
5.2478,0.1133
5.0736,0.1016
5.2725,0.0781
5.2152,0.1094
5.4327,0.0898
5.0713,0.0859
5.3982,0.0391
5.4650,0.0586
5.2729,0.0938
5.3093,0.0625
5.1683,0.1055
5.2995,0.0703
5.2035,0.1211
5.0862,0.0977
5.0027,0.1250
5.1059,0.1094
5.2844,0.1133
5.1682,0.0938
4.9892,0.1016
5.0580,0.1172
5.4270,0.0859
5.1335,0.0781
5.2022,0.1016
5.3764,0.1094
5.0320,0.0977
5.2089,0.0977
5.3242,0.0977
4.8812,0.1602
5.0564,0.1328
5.3983,0.0703
5.0327,0.0898
4.9513,0.1211
4.9044,0.1289
4.8468,0.1016
5.2910,0.1016
5.2754,0.1055
4.7757,0.1484
4.8282,0.1445
5.1022,0.1211
5.1152,0.0820
5.1379,0.1016
5.1705,0.0977
5.1416,0.1016
5.0422,0.1094
5.0603,0.1016
5.0423,0.1094
5.4006,0.0703
5.2140,0.0938
5.3796,0.0898
5.2093,0.0977
5.2794,0.1094
5.5084,0.0664
5.1881,0.0898
5.2207,0.1055
5.1547,0.0781
5.3480,0.1328
4.8712,0.1289
5.2185,0.0938
5.2654,0.0859
5.1953,0.0859
5.3784,0.0898
4.9970,0.0977
5.2041,0.1250
5.1398,0.1289
5.2980,0.0820
5.2285,0.0742
5.3152,0.0625
5.0671,0.0977
5.1117,0.0938
5.2300,0.0703
5.2604,0.1016
5.3142,0.0664
5.3985,0.0898
5.1835,0.0859
5.4502,0.0898
5.3397,0.0742
4.9891,0.1328
5.2183,0.1133
5.0607,0.1016
5.2071,0.0898
4.9099,0.1250
5.0216,0.0938
5.2149,0.1172
5.1976,0.0703
5.2408,0.0938
5.2242,0.0898
5.0919,0.0898
4.8592,0.1367
5.0843,0.0977
4.9431,0.1211
5.1340,0.0820
5.1504,0.1055
5.3216,0.1016
5.3032,0.0625
5.2907,0.0859
5.4465,0.1016
5.1422,0.0742
5.3229,0.0703
4.9522,0.1211
5.0336,0.1094
4.9999,0.1133
5.2222,0.0977
5.1696,0.0898
5.2100,0.0977
5.1105,0.0977
5.3025,0.1016
5.1160,0.1094
5.1188,0.0938
5.1194,0.1133
4.9166,0.1367
5.1427,0.0820
4.9023,0.1484
4.9614,0.1406
5.2690,0.1094
5.1882,0.0859
5.2215,0.0859
5.0057,0.1367
5.2347,0.1094
4.7748,0.1641
5.2512,0.1016
5.1925,0.0938
5.0825,0.1289
5.1205,0.0898
5.0983,0.1094
4.9595,0.1250
5.1018,0.1172
5.0125,0.0898
4.9397,0.1328
5.0867,0.1094
5.1041,0.1289
4.7528,0.1875
5.1395,0.0938
5.3581,0.0781
5.2984,0.0781
5.1899,0.0977
5.2822,0.0859
5.0731,0.0859
5.2999,0.0938
5.1304,0.1016
5.1352,0.1055
4.9113,0.1289
4.9939,0.0977
4.8223,0.1406
5.2249,0.0781
5.2961,0.0977
5.0387,0.0664
5.4447,0.0703
5.2393,0.0742
5.0931,0.1094
5.0601,0.1133
5.0262,0.1172
4.9960,0.1016
5.0433,0.1055
5.0072,0.1172
5.3466,0.1016
5.1124,0.1055
5.0007,0.0938
5.0374,0.1055
5.2856,0.0781
5.3471,0.0977
5.0266,0.1250
5.2825,0.0820
4.9319,0.1211
5.1974,0.1250
5.3166,0.0781
4.8642,0.1445
5.1975,0.0859
5.1572,0.1094
5.0235,0.1172
5.1354,0.0938
5.1088,0.0898
4.9951,0.1172
5.3247,0.1016
5.0808,0.1172
5.3591,0.1016
5.3005,0.1133
5.1287,0.1094
4.9873,0.1172
5.1167,0.0781
4.9739,0.1133
5.0967,0.0977
5.0830,0.1133
4.8768,0.1328
5.0815,0.1055
5.3194,0.1133
4.8577,0.1055
5.4355,0.0898
4.7897,0.1562
5.2521,0.0938
5.1423,0.1055
5.1595,0.0859
5.2502,0.0742
5.1132,0.0898
5.1496,0.1094
5.1471,0.0703
5.0822,0.0898
5.1113,0.0977
5.1623,0.1133
5.3421,0.0898
4.8787,0.1367
5.1388,0.0547
5.2056,0.0781
5.0239,0.1055
5.0104,0.0742
5.1812,0.1094
5.2848,0.0820
5.0180,0.0898
5.1200,0.0703
5.0056,0.1094
5.1017,0.1055
5.1193,0.1133
4.9650,0.1172
5.2251,0.0703
4.9409,0.1289
5.1858,0.0898
5.1371,0.1016
4.9945,0.1406
5.3796,0.0820
5.2820,0.0898
5.5493,0.1094
5.2312,0.0938
5.1496,0.0898
5.2955,0.0977
5.0889,0.0898
4.9690,0.1016
5.2774,0.0859
5.2172,0.1133
5.1316,0.1133
5.0273,0.0977
4.9783,0.1094
5.0737,0.0781
5.1798,0.1094
5.4323,0.0977
5.1454,0.0742
5.1476,0.0703
5.0580,0.0820
5.1470,0.0820
5.2051,0.0820
5.2727,0.0820
4.8635,0.1289
5.0206,0.0977
4.9974,0.1055
5.2925,0.0898
5.2928,0.0938
5.2098,0.0977
5.1322,0.0898
5.2489,0.1250
4.9911,0.0781
5.0401,0.1016
4.9917,0.1172
5.3094,0.0859
5.3676,0.0898
5.2397,0.0898
4.9455,0.1172
5.0520,0.0938
5.0802,0.0898
5.1821,0.0859
5.1379,0.1172
5.4730,0.0625
5.3247,0.0625
4.9010,0.1445
5.0747,0.0938
5.0988,0.1055
5.2125,0.1094
4.9999,0.1094
5.4414,0.0664
4.8627,0.1094
4.8418,0.1406
4.8896,0.1172
5.1034,0.1406
5.0529,0.1133
5.2307,0.1445
5.0702,0.0898
5.1319,0.0820
4.9807,0.1094
5.1311,0.0938
5.0163,0.1406
4.9753,0.1172
5.1127,0.1211
4.9673,0.1055
5.0457,0.1211
5.1531,0.0859
4.9786,0.1133
5.1278,0.0977
5.2445,0.0742
5.1418,0.1133
4.9957,0.1484
5.0292,0.1211
5.1257,0.0898
5.3126,0.0742
4.9080,0.0859
5.1221,0.0898
4.9436,0.1445
5.1532,0.0898
4.9966,0.1211
4.7840,0.1328
5.1488,0.0938
5.2396,0.0781
5.2628,0.0625
5.2357,0.0977
4.8319,0.1250
4.9671,0.1133
5.1026,0.0898
5.2264,0.0781
5.0354,0.1094
5.3706,0.1094
5.2157,0.0938
5.1711,0.0859
5.2031,0.1367
5.1526,0.0898
5.0361,0.0859
5.0951,0.0898
5.3388,0.0859
5.4166,0.0977
5.0560,0.0859
5.2734,0.0859
5.1301,0.1016
5.2019,0.1055
4.9976,0.0977
5.1015,0.0781
5.0219,0.0664
5.2316,0.0820
5.2756,0.0898
5.0564,0.1211
5.0582,0.1055
5.1236,0.0742
5.0940,0.1172
5.1220,0.0781
4.9449,0.1250
5.1535,0.0898
5.1662,0.1094
4.9378,0.1172
4.9946,0.0938
5.2447,0.1211
5.0125,0.0859
5.0330,0.1016
5.1336,0.0586
5.0779,0.1055
4.8644,0.1367
5.1160,0.0859
5.0447,0.1055
4.9498,0.0977
5.3131,0.1055
4.9257,0.1445
5.0825,0.0781
5.1752,0.1133
5.1101,0.1133
4.9442,0.1133
5.1279,0.0938
5.1848,0.1094
5.0711,0.1367
5.0765,0.1133
5.1876,0.0859
5.4376,0.0742
5.0472,0.1289
5.1273,0.0977
5.0094,0.1328
5.1800,0.0781
5.1999,0.0664
5.2905,0.0977
5.1639,0.1094
5.2333,0.0977
5.4559,0.0664
5.0612,0.1289
5.3576,0.0703
5.1665,0.0820
5.0038,0.1055
5.1042,0.1055
4.8639,0.1367
5.5181,0.0898
4.9277,0.1289
5.0139,0.0977
5.1652,0.0859
5.2062,0.0742
5.0368,0.1172
5.2175,0.0820
5.3399,0.0859
5.3276,0.0938
5.0425,0.0898
5.2524,0.1172
5.0196,0.1367
5.2510,0.1133
5.1868,0.0781
5.1396,0.1016
4.9740,0.0977
5.0363,0.0938
5.0749,0.1094
5.1467,0.0938
5.3119,0.0898
5.0908,0.0781
5.2864,0.0742
5.1411,0.1250
5.2299,0.1328
5.1038,0.1094
4.9451,0.1133
5.2509,0.1250
5.1939,0.1133
4.8659,0.1172
5.3163,0.1094
5.0793,0.1016
5.0829,0.1094
4.9898,0.1094
5.1822,0.0781
5.0584,0.1055
5.2165,0.0703
5.2991,0.0742
5.3260,0.0742
5.3769,0.0742
5.1606,0.0977
5.0561,0.1328
5.2876,0.0703
5.2668,0.0898
5.0862,0.1055
5.0421,0.0859
5.2648,0.0859
5.3735,0.0898
5.2045,0.1172
4.9904,0.1016
5.3453,0.1055
5.3040,0.0977
5.2375,0.0977
5.3169,0.0820
5.2877,0.1250
5.6132,0.0508
5.3347,0.0859
5.3677,0.0742
5.2519,0.0742
5.3231,0.1055
5.1063,0.0938
5.3270,0.0859
5.1568,0.1055
5.2396,0.0820
5.2777,0.0703
4.9591,0.1797
5.2671,0.0781
5.3611,0.0977
5.0910,0.0898
5.6829,0.0664
5.2130,0.0781
5.2715,0.0859
5.0614,0.1328
5.1042,0.1211
5.1678,0.1016
5.0999,0.0977
5.0162,0.0938
5.1814,0.0781
5.3785,0.1016
5.0295,0.1211
5.3416,0.1016
5.2378,0.1211
4.8831,0.1602
5.1576,0.1016
5.0707,0.1094
5.1203,0.0977
5.1921,0.1094
5.1468,0.0977
5.0508,0.1133
5.1463,0.1250
5.3181,0.0898
5.0882,0.1016
5.2396,0.0820
5.0748,0.1211
5.1648,0.0977
5.3326,0.0977
5.1520,0.1094
4.7662,0.1250
4.9786,0.1172
4.9477,0.1211
5.1733,0.1094
5.2928,0.1055
5.3508,0.0859
5.1018,0.0820
5.3904,0.0664
5.2625,0.0781
5.0886,0.1250
5.3133,0.1211
5.1720,0.1250
5.2397,0.1094
5.3182,0.1094
5.0207,0.0938
5.1628,0.1055
5.3755,0.0898
5.0156,0.1250
5.0707,0.1016
5.1373,0.0859
4.9957,0.0977
5.0829,0.1211
5.2610,0.0898
5.1183,0.1133
5.1558,0.0742
5.3291,0.1133
5.1736,0.0938
5.1264,0.0977
4.8346,0.1367
5.0328,0.0820
5.0346,0.0898
5.0390,0.1445
4.8652,0.1328
5.2457,0.0938
5.0390,0.1172
5.1626,0.0977
5.0098,0.1016
5.1331,0.0938
4.7990,0.1523
5.0751,0.1055
5.0889,0.1289
5.1009,0.1367
5.2220,0.0859
5.0818,0.1367
5.2116,0.1172
5.1342,0.1016
5.0673,0.1133
5.2998,0.0898
5.0449,0.1094
5.2330,0.0859
5.1424,0.0938
5.1796,0.1016
5.0850,0.1016
5.1385,0.0820
5.2228,0.1016
4.9653,0.0938
4.8735,0.1250
5.0821,0.0898
5.1763,0.1133
4.9898,0.1055
5.1589,0.0898
5.3744,0.0820
5.2748,0.1094
5.1124,0.1055
5.0359,0.1172
5.1543,0.1094
4.8415,0.1484
5.1969,0.0820
4.9233,0.0938
5.2314,0.1094
5.2123,0.0820
4.9687,0.1211
5.1427,0.1289
5.2678,0.0938
5.0519,0.0820
5.1280,0.1094
5.3695,0.0625
5.1006,0.0898
5.1686,0.1055
5.6846,0.0664
5.0319,0.0742
5.0175,0.1211
5.3090,0.0820
5.1439,0.0859
5.1180,0.1094
5.0723,0.1055
5.1629,0.0781
5.2140,0.1055
5.0072,0.1172
5.2924,0.0898
5.4654,0.0898
5.0460,0.1211
5.1305,0.1133
5.4841,0.1055
5.0585,0.0898
5.0903,0.0508
5.1714,0.0664
5.1439,0.0859
5.2115,0.0742
5.0584,0.1250
4.9849,0.1289
4.9885,0.1016
5.0522,0.1328
5.0193,0.0820
5.1461,0.0742
5.1296,0.0938
5.2587,0.0625
5.6365,0.0703
5.1338,0.1055
5.1273,0.1094
5.3434,0.0742
5.0511,0.1133
5.1986,0.1094
5.1796,0.0977
5.0214,0.1016
4.8712,0.1367
5.0650,0.0938
4.9764,0.1172
5.0332,0.1133
4.9361,0.1250
4.8225,0.1016
5.0354,0.1016
5.1017,0.0859
5.0110,0.1250
5.0846,0.0781
5.0581,0.0898
5.3393,0.0742
5.0729,0.0977
5.0009,0.1250
5.1505,0.1094
5.1384,0.0820
5.2496,0.0938
5.0446,0.1172
4.8560,0.0938
5.0575,0.1016
5.1712,0.1016
5.2535,0.0859
5.1610,0.0664
5.1844,0.1250
5.1752,0.0977
5.1336,0.0820
4.9799,0.1094
5.0992,0.1094
4.8940,0.1445
5.0754,0.1055
5.0694,0.1094
4.7823,0.1055
5.0101,0.0977
5.1651,0.0781
5.0277,0.1133
5.4465,0.1055
5.2434,0.1406
5.0734,0.1016
5.0580,0.1094
5.1567,0.0820
5.0369,0.0938
5.2764,0.1055
5.0551,0.0898
5.1128,0.0742
4.8858,0.1250
4.9630,0.1328
5.0219,0.1250
5.0809,0.1055
5.1682,0.0977
4.9879,0.1406
4.9244,0.1211
5.1531,0.1016
5.1992,0.1211
4.9158,0.0781
5.4022,0.0977
5.1295,0.0742
5.1100,0.0977
5.0424,0.0898
5.0768,0.0938
5.0827,0.1094
5.0518,0.0820
5.4647,0.0703
5.0988,0.0820
5.0720,0.1367
4.9902,0.1250
5.0418,0.0938
5.1149,0.0625
4.9482,0.1094
5.1151,0.1133
5.2076,0.0859
5.1805,0.1055
4.9028,0.1133
4.8084,0.1406
5.1700,0.0859
5.0900,0.1133
4.9968,0.0977
5.1040,0.1250
4.9689,0.1367
5.0928,0.1523
5.4418,0.0703
5.0827,0.1016
5.1272,0.1133
4.9013,0.1094
5.1272,0.0859
5.0997,0.0977
5.1040,0.1328
4.9610,0.1133
4.7015,0.1250
5.1442,0.0781
4.9467,0.1562
4.9656,0.1133
5.0445,0.1367
5.3107,0.0898
5.1956,0.0898
5.0580,0.0742
5.0725,0.0703
5.2611,0.0703
5.1272,0.0625
5.0412,0.1133
5.0951,0.0938
5.4836,0.0508
5.3219,0.0742
5.0881,0.0820
5.3089,0.1133
5.4071,0.0703
5.2377,0.0859
5.0601,0.0703
5.1318,0.0859
5.1479,0.1523
5.0375,0.0703
5.1610,0.0820
4.9666,0.1328
5.2598,0.0898
5.3418,0.0820
5.4757,0.0391
5.1463,0.0977
5.1262,0.0938
5.3726,0.0703
5.0389,0.1055
5.1156,0.0898
5.0557,0.0898
5.4377,0.0820
5.3371,0.0820
5.1277,0.0781
5.2747,0.1211
5.3303,0.0859
5.0957,0.0781
5.0891,0.1055
5.0374,0.0898
5.1904,0.0391
5.0935,0.0977
5.0232,0.0820
5.0421,0.0859
4.9066,0.1055
5.1016,0.0977
5.1878,0.0977
5.0831,0.1172
5.1552,0.1055
5.0866,0.0977
5.3324,0.0781
5.2739,0.0938
5.2173,0.0977
5.0372,0.1094
4.9851,0.0977
5.4257,0.0977
4.8717,0.1094
5.0527,0.0820
5.0411,0.1016
4.9648,0.1094
5.1444,0.1055
5.0282,0.0820
5.2418,0.0938
5.0481,0.1094
5.4030,0.0742
5.1261,0.1250
4.7866,0.1172
5.2561,0.0977
5.1659,0.0898
5.4105,0.0703
5.1382,0.0742
4.9854,0.1133
5.1022,0.1016
5.6264,0.0859
5.0914,0.1094
5.0858,0.0859
5.2495,0.1172
5.1801,0.1367
5.3223,0.0977
5.4659,0.0820
5.1674,0.0859
5.3289,0.1172
5.0644,0.1172
5.2625,0.1172
5.2651,0.0781
5.2578,0.0664
4.9971,0.1289
5.0174,0.1094
5.0811,0.1016
5.2246,0.0625
4.9243,0.1406
5.2322,0.1211
5.1224,0.1094
5.2212,0.1094
5.1687,0.1172
5.2195,0.0977
5.1715,0.1172
5.2245,0.1133
5.3292,0.0938
5.4182,0.0703
4.9853,0.1133
5.3232,0.1055
5.3566,0.1211
5.1709,0.1289
5.1400,0.1133
5.2044,0.1016
5.1788,0.0977
5.0920,0.0898
5.3892,0.1094
5.2418,0.0781
5.1007,0.0898
5.0033,0.1406
4.9002,0.1055
5.2306,0.1289
5.0398,0.1211
4.8048,0.1445
5.1742,0.1094
4.9484,0.1094
4.7607,0.1172
5.1651,0.0977
5.4028,0.0898
5.2725,0.0664
5.0521,0.1602
5.0317,0.1016
5.2518,0.0977
5.4918,0.0977
5.1677,0.0977
5.4146,0.0664
5.2211,0.0977
5.0199,0.1172
5.2299,0.1133
5.1186,0.1211
5.2736,0.1211
5.2253,0.0938
5.3114,0.0625
5.3495,0.0898
4.9955,0.1172
5.2247,0.1133
5.1187,0.0977
4.9849,0.1055
5.0357,0.1172
5.1077,0.1055
5.3828,0.0742
5.1559,0.0938
5.5770,0.0742
5.3337,0.1055
5.3360,0.0781
5.2677,0.1016
5.1511,0.0938
5.3749,0.1016
5.2593,0.0898
5.1383,0.1016
5.1113,0.1055
5.2487,0.0664
4.9480,0.1133
5.3051,0.0859
5.0912,0.1250
5.1442,0.0742
5.1156,0.1445
5.1658,0.1250
5.4212,0.0938
5.4006,0.1016
5.0538,0.1406
4.8918,0.1484
5.2897,0.1133
5.0085,0.0977
5.1067,0.1016
5.1417,0.1094
5.1442,0.0781
5.1775,0.0859
5.1256,0.0938
5.1786,0.1094
5.2986,0.0977
5.1749,0.0898
5.0141,0.1250
5.0252,0.1094
5.1386,0.0820
5.1279,0.0859
5.1307,0.1289
5.1025,0.1211
5.0910,0.1133
4.9812,0.1094
5.0786,0.1211
5.0195,0.1328
5.1431,0.1484
5.6882,0.0625
5.2435,0.1289
5.3959,0.0781
4.9646,0.1055
5.0315,0.1250
5.2532,0.1133
5.2637,0.0820
